platform,ad_id,timestamp_utc,impressions,clicks,spend,currency,pipeline_status,ad_lifecycle_status,video_views
youtube,gg_ad_691,2025-10-03 17:00:00+00:00,634,11,0.526421,USD,ENRICHED,ENABLED,294
youtube,gg_ad_986,2025-09-26 12:00:00+00:00,160,0,0.141207,USD,PUBLISHED,ENABLED,41
youtube,gg_ad_152,2025-11-13 05:00:00+00:00,50,3,0.069434,USD,ENRICHED,ENABLED,20
youtube,gg_ad_552,2025-11-06 00:00:00+00:00,322,7,0.433046,USD,VALIDATED,ENABLED,0
youtube,gg_ad_1145,2025-11-12 04:00:00+00:00,215,11,0.032055,USD,VALIDATED,PAUSED,104
youtube,gg_ad_669,2025-12-22 20:00:00+00:00,254,18,0.089421,USD,PUBLISHED,ENABLED,0
youtube,gg_ad_1710,2025-10-22 15:00:00+00:00,70,0,0.002943,USD,RECEIVED,LIMITED,14
youtube,gg_ad_1943,2025-12-17 02:00:00+00:00,76,6,0.035155,USD,VALIDATED,ENABLED,17
youtube,gg_ad_767,2025-10-27 23:00:00+00:00,121,2,0.118555,USD,RECEIVED,LIMITED,24
youtube,gg_ad_628,2025-09-21 09:00:00+00:00,216,19,0.089008,USD,RECEIVED,ENABLED,59
youtube,gg_ad_753,2025-11-01 05:00:00+00:00,201,7,0.330882,USD,RECEIVED,ENABLED,28
youtube,gg_ad_1333,2025-12-31 10:00:00+00:00,132,1,0.079006,USD,ENRICHED,ENABLED,20
youtube,gg_ad_1688,2026-01-03 16:00:00+00:00,226,9,0.275865,USD,ENRICHED,REMOVED,0
youtube,gg_ad_1092,2025-12-27 16:00:00+00:00,237,14,0.158121,USD,ENRICHED,ENABLED,46
youtube,gg_ad_2094,2025-12-27 21:00:00+00:00,559,39,0.326965,USD,ENRICHED,ENABLED,112
youtube,gg_ad_1377,2025-11-26 01:00:00+00:00,54,5,0.033168,USD,ENRICHED,ENABLED,20
youtube,gg_ad_1485,2025-12-30 05:00:00+00:00,66,3,0.012335,USD,VALIDATED,ENABLED,28
youtube,gg_ad_1835,2025-10-16 01:00:00+00:00,110,2,0.053235,USD,PUBLISHED,PAUSED,52
youtube,gg_ad_878,2026-01-11 06:00:00+00:00,193,7,0.11658,USD,VALIDATED,ENABLED,3
youtube,gg_ad_1369,2025-10-19 19:00:00+00:00,545,14,1.31265,USD,PUBLISHED,ENABLED,175
youtube,None,2025-10-27 22:00:00+00:00,377,3,0.145133,USD,ENRICHED,DRAFT,0
youtube,gg_ad_1687,2025-09-30 21:00:00+00:00,156,2,0.171386,USD,ENRICHED,ENABLED,27
youtube,gg_ad_2170,2025-11-26 16:00:00+00:00,91,1,0.103274,USD,ENRICHED,ENABLED,11
youtube,gg_ad_1749,2025-12-26 01:00:00+00:00,48,1,0.020838,USD,ENRICHED,ENABLED,0
youtube,gg_ad_125,2025-11-01 11:00:00+00:00,71,6,0.032524,USD,ENRICHED,ENABLED,31
youtube,gg_ad_931,2025-10-17 17:00:00+00:00,184,11,0.036242,USD,RECEIVED,ENABLED,0
youtube,gg_ad_1461,2026-01-16 14:00:00+00:00,605,37,0.221009,USD,VALIDATED,ENABLED,95
youtube,gg_ad_2469,2025-11-28 06:00:00+00:00,255,4,0.134632,USD,PUBLISHED,ENABLED,34
youtube,gg_ad_1160,2025-10-24 00:00:00+00:00,346,8,0.144818,USD,ENRICHED,ENABLED,76
youtube,gg_ad_185,2025-12-27 13:00:00+00:00,250,10,0.117347,USD,ENRICHED,ENABLED,99
youtube,gg_ad_2425,2025-12-02 21:00:00+00:00,410,8,0.304319,USD,ENRICHED,ENABLED,143
youtube,gg_ad_1375,2025-10-26 23:00:00+00:00,167,11,0.288729,USD,ENRICHED,DISAPPROVED,37
youtube,gg_ad_663,2025-11-17 00:00:00+00:00,106,1,0.070124,USD,ENRICHED,ENABLED,3
youtube,None,2025-12-25 16:00:00+00:00,148,8,0.04867,USD,ENRICHED,ENABLED,43
youtube,gg_ad_446,2025-11-02 15:00:00+00:00,257,3,0.303622,USD,ENRICHED,ENABLED,52
youtube,gg_ad_172,2025-11-13 14:00:00+00:00,237,17,0.14074,USD,VALIDATED,ENABLED,162
youtube,gg_ad_289,2026-01-05 09:00:00+00:00,210,8,0.072555,USD,ENRICHED,LIMITED,92
youtube,gg_ad_1695,2025-12-19 23:00:00+00:00,153,3,0.043845,USD,PUBLISHED,ENABLED,30
youtube,gg_ad_2248,2026-01-07 14:00:00+00:00,102,0,0.029748,USD,ENRICHED,DISAPPROVED,32
youtube,None,2025-10-02 06:00:00+00:00,282,8,0.077988,USD,ENRICHED,LIMITED,96
youtube,gg_ad_1378,2025-11-30 23:00:00+00:00,70,2,0.02259,USD,PUBLISHED,ENABLED,21
youtube,None,2026-01-11 18:00:00+00:00,72,0,0.02268,USD,ENRICHED,ENABLED,28
youtube,gg_ad_976,2025-10-28 16:00:00+00:00,89,0,0.114539,USD,VALIDATED,ENABLED,15
youtube,gg_ad_2227,2025-10-23 16:00:00+00:00,148,12,0.050922,USD,VALIDATED,ENABLED,10
youtube,gg_ad_1213,2025-11-14 19:00:00+00:00,106,5,0.095454,USD,ENRICHED,ENABLED,26
youtube,gg_ad_2020,2025-10-05 02:00:00+00:00,89,1,0.114396,USD,VALIDATED,ENABLED,3
youtube,gg_ad_919,2025-11-12 08:00:00+00:00,95,1,0.074573,USD,PUBLISHED,ENABLED,52
youtube,gg_ad_2500,2025-11-09 02:00:00+00:00,85,8,0.074499,USD,ENRICHED,ENABLED,0
youtube,gg_ad_232,2025-12-19 09:00:00+00:00,346,25,0.099911,USD,ENRICHED,ENABLED,32
youtube,gg_ad_2468,2025-12-16 21:00:00+00:00,162,0,0.089137,USD,PUBLISHED,ENABLED,44
youtube,gg_ad_380,2025-12-27 00:00:00+00:00,209,19,0.48805,USD,ENRICHED,ENABLED,86
youtube,gg_ad_609,2025-10-10 10:00:00+00:00,69,2,0.039461,USD,VALIDATED,ENABLED,5
youtube,gg_ad_1719,2026-01-13 17:00:00+00:00,92,1,0.07987,USD,ENRICHED,DRAFT,0
youtube,gg_ad_218,2026-01-06 13:00:00+00:00,151,3,0.090273,USD,VALIDATED,ENABLED,0
youtube,gg_ad_1740,2025-11-24 21:00:00+00:00,461,32,0.196549,USD,VALIDATED,DISAPPROVED,26
youtube,gg_ad_492,2025-11-03 10:00:00+00:00,285,18,0.125394,USD,PUBLISHED,ENABLED,165
youtube,gg_ad_2451,2025-11-06 10:00:00+00:00,199,27,0.076784,USD,VALIDATED,ENABLED,0
youtube,gg_ad_1642,2025-12-22 10:00:00+00:00,93,8,0.068221,USD,ENRICHED,ENABLED,21
youtube,gg_ad_1550,2026-01-05 02:00:00+00:00,75,0,0.012466,USD,ENRICHED,ENABLED,25
youtube,gg_ad_446,2025-10-31 22:00:00+00:00,348,5,0.238431,USD,VALIDATED,ENABLED,64
youtube,gg_ad_592,2025-09-24 17:00:00+00:00,156,4,0.132104,USD,PUBLISHED,ENABLED,7
youtube,None,2026-01-01 11:00:00+00:00,94,9,0.026647,USD,PUBLISHED,ENABLED,9
youtube,gg_ad_753,2025-09-25 17:00:00+00:00,267,15,0.124046,USD,PUBLISHED,PAUSED,112
youtube,gg_ad_167,2026-01-07 22:00:00+00:00,218,2,0.047085,USD,VALIDATED,DRAFT,96
youtube,None,2025-10-02 08:00:00+00:00,137,6,0.009674,USD,VALIDATED,ENABLED,0
youtube,gg_ad_628,2025-12-16 03:00:00+00:00,147,9,0.229795,USD,ENRICHED,DISAPPROVED,65
youtube,gg_ad_1671,2025-10-05 14:00:00+00:00,246,2,0.030533,USD,ENRICHED,ENABLED,59
youtube,gg_ad_2024,2025-11-06 05:00:00+00:00,313,9,0.055576,USD,ENRICHED,ENABLED,80
youtube,gg_ad_403,2026-01-06 11:00:00+00:00,418,29,0.090021,USD,RECEIVED,ENABLED,69
youtube,gg_ad_1985,2025-11-13 14:00:00+00:00,198,4,0.055852,USD,ENRICHED,ENABLED,3
youtube,gg_ad_2194,2026-01-04 00:00:00+00:00,71,4,0.065455,USD,VALIDATED,ENABLED,29
youtube,gg_ad_541,2025-09-29 12:00:00+00:00,101,3,0.03886,USD,PUBLISHED,ENABLED,23
youtube,gg_ad_2399,2026-01-13 11:00:00+00:00,140,9,0.18252,USD,PUBLISHED,ENABLED,32
youtube,gg_ad_1125,2025-11-18 06:00:00+00:00,229,1,0.180131,USD,ENRICHED,REMOVED,31
youtube,gg_ad_2009,2025-11-25 18:00:00+00:00,93,3,0.095477,USD,VALIDATED,DRAFT,8
youtube,None,2026-01-08 12:00:00+00:00,53,1,0.038295,USD,PUBLISHED,REMOVED,2
youtube,gg_ad_856,2025-11-06 10:00:00+00:00,118,21,0.067349,USD,PUBLISHED,PAUSED,53
youtube,gg_ad_1853,2025-10-19 07:00:00+00:00,187,8,0.184427,USD,VALIDATED,ENABLED,54
youtube,None,2025-11-19 17:00:00+00:00,456,9,0.11068,USD,PUBLISHED,PAUSED,99
youtube,gg_ad_948,2025-10-25 20:00:00+00:00,207,2,0.043763,USD,PUBLISHED,PAUSED,10
youtube,gg_ad_30,2026-01-16 00:00:00+00:00,445,10,0.057102,USD,RECEIVED,ENABLED,200
youtube,gg_ad_572,2025-10-06 22:00:00+00:00,156,7,0.141193,USD,ENRICHED,PAUSED,0
youtube,gg_ad_1559,2025-10-17 04:00:00+00:00,280,17,0.196884,USD,VALIDATED,ENABLED,41
youtube,gg_ad_315,2026-01-16 01:00:00+00:00,321,14,0.753298,USD,VALIDATED,LIMITED,35
youtube,gg_ad_2403,2025-10-10 22:00:00+00:00,103,1,0.058447,USD,VALIDATED,ENABLED,50
youtube,gg_ad_2160,2025-10-22 16:00:00+00:00,82,0,0.219704,USD,VALIDATED,DRAFT,35
youtube,gg_ad_1232,2026-01-10 23:00:00+00:00,228,3,0.292611,USD,VALIDATED,ENABLED,107
youtube,gg_ad_1898,2025-12-13 02:00:00+00:00,124,0,0.034505,USD,PUBLISHED,ENABLED,6
youtube,gg_ad_1144,2025-12-27 02:00:00+00:00,145,14,0.02982,USD,PUBLISHED,PAUSED,29
youtube,gg_ad_1915,2025-10-25 10:00:00+00:00,329,17,0.114529,USD,PUBLISHED,ENABLED,204
youtube,gg_ad_900,2025-12-05 07:00:00+00:00,201,13,0.092747,USD,ENRICHED,PAUSED,49
youtube,gg_ad_396,2025-11-04 01:00:00+00:00,169,5,0.096659,USD,PUBLISHED,ENABLED,16
youtube,gg_ad_1993,2026-01-03 15:00:00+00:00,178,9,0.086162,USD,VALIDATED,ENABLED,42
youtube,gg_ad_2265,2025-12-16 12:00:00+00:00,249,5,0.136171,USD,VALIDATED,ENABLED,59
youtube,gg_ad_769,2026-01-10 12:00:00+00:00,601,24,0.11687,USD,PUBLISHED,PAUSED,218
youtube,gg_ad_1233,2025-09-22 14:00:00+00:00,114,0,0.057272,USD,VALIDATED,PAUSED,27
youtube,gg_ad_936,2025-09-20 06:00:00+00:00,88,1,0.037539,USD,ENRICHED,ENABLED,0
youtube,gg_ad_1033,2026-01-06 01:00:00+00:00,54,3,0.007758,USD,RECEIVED,ENABLED,9
youtube,gg_ad_1684,2025-09-29 00:00:00+00:00,246,24,0.113807,USD,VALIDATED,ENABLED,0
youtube,None,2025-11-19 08:00:00+00:00,278,4,0.141892,USD,VALIDATED,ENABLED,27
youtube,gg_ad_1303,2025-10-21 08:00:00+00:00,135,11,0.294444,USD,PUBLISHED,ENABLED,0
youtube,gg_ad_1687,2025-09-21 21:00:00+00:00,205,3,0.131787,USD,PUBLISHED,ENABLED,25
youtube,gg_ad_92,2025-12-30 15:00:00+00:00,80,0,0.029743,USD,ENRICHED,ENABLED,17
youtube,gg_ad_727,2025-10-08 00:00:00+00:00,171,3,0.302368,USD,ENRICHED,ENABLED,24
youtube,gg_ad_1654,2026-01-09 06:00:00+00:00,182,3,0.197104,USD,VALIDATED,ENABLED,18
youtube,gg_ad_2016,2025-10-29 13:00:00+00:00,400,32,0.620077,USD,VALIDATED,ENABLED,165
youtube,gg_ad_1889,2025-10-09 01:00:00+00:00,95,0,0.035318,USD,PUBLISHED,ENABLED,0
youtube,gg_ad_815,2025-12-06 12:00:00+00:00,44,2,0.015599,USD,VALIDATED,LIMITED,0
youtube,gg_ad_842,2025-09-29 22:00:00+00:00,128,8,0.095227,USD,ENRICHED,ENABLED,49
youtube,gg_ad_785,2025-10-30 22:00:00+00:00,338,21,0.406477,USD,VALIDATED,ENABLED,44
youtube,gg_ad_1464,2025-10-22 04:00:00+00:00,441,12,0.265616,USD,VALIDATED,REMOVED,191
youtube,gg_ad_1166,2025-11-01 06:00:00+00:00,119,8,0.217576,USD,PUBLISHED,PAUSED,56
youtube,None,2025-11-12 05:00:00+00:00,70,0,0.025048,USD,VALIDATED,ENABLED,12
youtube,gg_ad_924,2025-10-22 14:00:00+00:00,506,33,0.667462,USD,PUBLISHED,PAUSED,36
youtube,gg_ad_807,2025-12-16 08:00:00+00:00,375,6,0.227976,USD,RECEIVED,ENABLED,0
youtube,gg_ad_365,2026-01-06 12:00:00+00:00,133,1,0.132795,USD,ENRICHED,ENABLED,27
youtube,gg_ad_2419,2025-10-21 19:00:00+00:00,300,5,0.043638,USD,PUBLISHED,ENABLED,13
youtube,gg_ad_44,2025-09-28 00:00:00+00:00,310,20,0.062817,USD,RECEIVED,PAUSED,0
youtube,gg_ad_1252,2025-11-05 19:00:00+00:00,52,3,0.035795,USD,ENRICHED,LIMITED,20
youtube,gg_ad_462,2025-12-25 19:00:00+00:00,183,10,0.03922,USD,ENRICHED,ENABLED,15
youtube,gg_ad_2115,2025-12-16 21:00:00+00:00,206,6,-0.068687,USD,PUBLISHED,ENABLED,0
youtube,gg_ad_192,2025-12-10 09:00:00+00:00,358,4,0.256479,USD,PUBLISHED,ENABLED,40
youtube,gg_ad_790,2025-10-02 11:00:00+00:00,148,6,0.281314,USD,VALIDATED,ENABLED,39
youtube,gg_ad_1067,2025-10-04 13:00:00+00:00,599,5,0.186148,USD,ENRICHED,ENABLED,181
youtube,gg_ad_72,2025-10-23 20:00:00+00:00,232,4,0.355213,USD,ENRICHED,ENABLED,111
youtube,gg_ad_1467,2025-12-16 19:00:00+00:00,204,3,0.039483,USD,VALIDATED,ENABLED,23
youtube,gg_ad_242,2025-12-24 05:00:00+00:00,81,4,0.033249,USD,RECEIVED,ENABLED,5
youtube,gg_ad_1098,2025-10-30 03:00:00+00:00,540,28,0.01387,USD,VALIDATED,PAUSED,0
youtube,gg_ad_1370,2025-09-24 13:00:00+00:00,102,4,0.077612,USD,RECEIVED,ENABLED,18
youtube,gg_ad_1019,2025-12-11 04:00:00+00:00,133,2,0.055025,USD,ENRICHED,ENABLED,67
youtube,gg_ad_545,2025-12-26 02:00:00+00:00,76,1,0.104173,USD,VALIDATED,ENABLED,12
youtube,gg_ad_1293,2025-12-29 04:00:00+00:00,192,3,0.033331,USD,PUBLISHED,ENABLED,32
youtube,gg_ad_30,2026-01-06 10:00:00+00:00,277,19,0.474681,USD,PUBLISHED,ENABLED,123
youtube,None,2025-10-11 12:00:00+00:00,403,8,0.238108,USD,ENRICHED,ENABLED,180
youtube,gg_ad_894,2026-01-11 05:00:00+00:00,224,5,0.0705,USD,PUBLISHED,ENABLED,133
youtube,gg_ad_264,2025-11-02 00:00:00+00:00,53,0,0.011341,USD,VALIDATED,ENABLED,4
youtube,gg_ad_2302,2025-09-27 23:00:00+00:00,650,10,0.265587,USD,PUBLISHED,ENABLED,81
youtube,gg_ad_173,2025-12-09 17:00:00+00:00,685,3,0.388917,USD,VALIDATED,ENABLED,184
youtube,gg_ad_904,2025-11-23 10:00:00+00:00,268,10,0.104237,USD,PUBLISHED,REMOVED,77
youtube,gg_ad_1638,2026-01-03 11:00:00+00:00,72,1,0.034535,USD,PUBLISHED,ENABLED,16
youtube,gg_ad_1781,2025-09-20 06:00:00+00:00,285,12,0.170048,USD,PUBLISHED,PAUSED,55
youtube,None,2025-12-01 21:00:00+00:00,181,7,0.142149,USD,PUBLISHED,PAUSED,0
youtube,gg_ad_992,2025-10-27 00:00:00+00:00,27,0,0.012154,USD,PUBLISHED,PAUSED,2
youtube,gg_ad_655,2025-12-16 17:00:00+00:00,305,5,0.035321,USD,VALIDATED,ENABLED,20
youtube,gg_ad_1421,2025-11-18 01:00:00+00:00,275,10,0.243979,USD,PUBLISHED,ENABLED,0
youtube,gg_ad_2465,2025-11-11 06:00:00+00:00,64,0,0.138833,USD,ENRICHED,ENABLED,24
youtube,gg_ad_1819,2025-09-24 16:00:00+00:00,359,19,0.307123,USD,VALIDATED,ENABLED,97
youtube,gg_ad_1427,2025-10-09 06:00:00+00:00,89,3,0.1648,USD,VALIDATED,ENABLED,7
youtube,gg_ad_1690,2025-10-08 10:00:00+00:00,162,3,0.221349,USD,RECEIVED,PAUSED,25
youtube,gg_ad_1943,2025-12-21 20:00:00+00:00,713,9,0.911133,USD,VALIDATED,ENABLED,0
youtube,gg_ad_128,2025-11-30 20:00:00+00:00,108,2,0.031614,USD,VALIDATED,DISAPPROVED,26
youtube,gg_ad_1144,2025-10-03 23:00:00+00:00,249,1,0.179189,USD,RECEIVED,LIMITED,35
youtube,gg_ad_1977,2025-11-22 23:00:00+00:00,138,0,0.030248,USD,RECEIVED,ENABLED,64
youtube,gg_ad_2262,2025-11-14 20:00:00+00:00,349,14,0.10385,USD,ENRICHED,ENABLED,44
youtube,gg_ad_1373,2025-10-16 07:00:00+00:00,114,2,0.063328,USD,VALIDATED,ENABLED,21
youtube,None,2025-10-31 17:00:00+00:00,46,1,0.010306,USD,PUBLISHED,ENABLED,5
youtube,gg_ad_1467,2025-09-27 08:00:00+00:00,162,2,0.178984,USD,VALIDATED,PAUSED,31
youtube,gg_ad_665,2025-11-26 08:00:00+00:00,306,380,0.063245,USD,PUBLISHED,ENABLED,88
youtube,gg_ad_1286,2025-12-01 03:00:00+00:00,77,2,0.036719,USD,ENRICHED,ENABLED,0
youtube,gg_ad_1537,2025-11-28 07:00:00+00:00,100,1,0.077033,USD,VALIDATED,ENABLED,18
youtube,gg_ad_322,2025-12-15 13:00:00+00:00,106,13,0.02228,USD,VALIDATED,ENABLED,25
youtube,gg_ad_2459,2026-01-14 14:00:00+00:00,96,1,0.093118,USD,VALIDATED,ENABLED,19
youtube,gg_ad_2246,2025-10-27 17:00:00+00:00,108,1,0.092689,USD,ENRICHED,PAUSED,20
youtube,gg_ad_465,2025-11-07 09:00:00+00:00,98,2,0.062517,USD,VALIDATED,ENABLED,24
youtube,gg_ad_2111,2025-11-13 19:00:00+00:00,315,12,0.224924,USD,VALIDATED,ENABLED,65
youtube,gg_ad_857,2025-10-17 01:00:00+00:00,603,0,0.41665,USD,RECEIVED,REMOVED,293
youtube,gg_ad_2344,2025-10-23 15:00:00+00:00,189,9,0.042109,USD,PUBLISHED,LIMITED,21
youtube,gg_ad_2051,2025-10-01 07:00:00+00:00,407,33,0.176443,USD,ENRICHED,ENABLED,86
youtube,gg_ad_789,2025-10-16 18:00:00+00:00,1535,111,1.460919,USD,VALIDATED,PAUSED,73
youtube,gg_ad_2278,2025-12-09 00:00:00+00:00,584,30,0.278001,USD,ENRICHED,ENABLED,0
youtube,gg_ad_1626,2025-12-23 22:00:00+00:00,392,10,0.151359,USD,PUBLISHED,ENABLED,110
youtube,gg_ad_1844,2025-12-15 02:00:00+00:00,162,5,0.193497,USD,PUBLISHED,REMOVED,35
youtube,gg_ad_2388,2025-10-09 21:00:00+00:00,208,5,0.071327,USD,ENRICHED,REMOVED,90
youtube,None,2026-01-01 13:00:00+00:00,130,0,0.089376,USD,ENRICHED,ENABLED,24
youtube,gg_ad_1194,2026-01-02 17:00:00+00:00,156,3,0.096865,USD,VALIDATED,ENABLED,60
youtube,gg_ad_1423,2025-10-13 02:00:00+00:00,134,4,0.118565,USD,ENRICHED,ENABLED,37
youtube,None,2026-01-16 01:00:00+00:00,303,26,0.258454,USD,VALIDATED,PAUSED,69
youtube,gg_ad_2119,2025-09-20 11:00:00+00:00,43,0,0.024455,USD,ENRICHED,ENABLED,0
youtube,gg_ad_1308,2026-01-16 20:00:00+00:00,152,19,0.284689,USD,RECEIVED,ENABLED,9
youtube,gg_ad_1145,2025-11-14 04:00:00+00:00,40,1,0.045429,USD,VALIDATED,PAUSED,0
youtube,gg_ad_1032,2025-12-20 17:00:00+00:00,252,13,0.274223,USD,ENRICHED,ENABLED,50
youtube,gg_ad_569,2025-11-21 11:00:00+00:00,78,0,0.017076,USD,VALIDATED,PAUSED,22
youtube,gg_ad_1817,2025-09-25 09:00:00+00:00,150,4,0.168658,USD,VALIDATED,PAUSED,41
youtube,gg_ad_1680,2025-09-23 08:00:00+00:00,153,8,0.1016,USD,VALIDATED,ENABLED,41
youtube,gg_ad_1850,2025-10-26 06:00:00+00:00,58,1,0.018956,USD,PUBLISHED,PAUSED,9
youtube,gg_ad_1352,2025-10-08 05:00:00+00:00,479,19,0.305659,USD,ENRICHED,ENABLED,37
youtube,gg_ad_660,2025-12-03 01:00:00+00:00,167,7,0.057504,USD,PUBLISHED,ENABLED,31
