platform,ad_id,timestamp_utc,impressions,clicks,spend,currency,pipeline_status,ad_lifecycle_status,video_views
x,x_tweet_2066,2025-10-11 08:00:00+00:00,435,23,0.387381,USD,VALIDATED,ACTIVE,0
x,x_tweet_2562,2025-11-16 09:00:00+00:00,158,4,0.084203,USD,RECEIVED,PAUSED,0
x,x_tweet_906,2025-12-25 10:00:00+00:00,127,1,0.032966,USD,VALIDATED,LIMITED,0
x,x_tweet_2443,2025-12-30 00:00:00+00:00,186,7,0.249988,USD,PUBLISHED,ACTIVE,0
x,x_tweet_112,2025-11-01 08:00:00+00:00,72,5,-0.012363,USD,PUBLISHED,ACTIVE,0
x,x_tweet_1449,2025-09-24 16:00:00+00:00,247,21,0.186384,USD,VALIDATED,ACTIVE,0
x,x_tweet_515,2025-12-27 12:00:00+00:00,417,25,0.031484,USD,RECEIVED,ACTIVE,0
x,x_tweet_1313,2025-09-20 14:00:00+00:00,124,6,0.085253,USD,VALIDATED,PAUSED,0
x,x_tweet_1876,2025-10-21 23:00:00+00:00,45,0,0.013348,USD,VALIDATED,ACTIVE,0
x,x_tweet_1110,2025-12-22 12:00:00+00:00,324,41,0.11106,USD,ENRICHED,ACTIVE,0
x,x_tweet_2501,2025-11-19 14:00:00+00:00,145,6,0.098431,USD,VALIDATED,PAUSED,0
x,x_tweet_2472,2025-12-29 11:00:00+00:00,927,31,0.893623,USD,ENRICHED,ACTIVE,0
x,x_tweet_2444,2025-12-20 21:00:00+00:00,151,7,0.125406,USD,PUBLISHED,PAUSED,0
x,x_tweet_2184,2025-12-21 04:00:00+00:00,246,6,0.06374,USD,PUBLISHED,PAUSED,0
x,x_tweet_51,2025-09-28 23:00:00+00:00,173,3,0.106356,USD,VALIDATED,ACTIVE,0
x,None,2025-10-04 07:00:00+00:00,251,33,0.070095,USD,ENRICHED,ACTIVE,0
x,x_tweet_2572,2025-11-21 07:00:00+00:00,197,5,0.040552,USD,PUBLISHED,ARCHIVED,0
x,x_tweet_1365,2025-10-13 09:00:00+00:00,165,9,0.139864,USD,VALIDATED,ACTIVE,0
x,x_tweet_1204,2025-09-25 16:00:00+00:00,72,0,0.037626,USD,ENRICHED,ACTIVE,0
x,x_tweet_1149,2025-10-10 23:00:00+00:00,327,8,0.049991,USD,PUBLISHED,ACTIVE,0
x,x_tweet_1434,2025-11-22 00:00:00+00:00,164,17,0.043327,USD,VALIDATED,ACTIVE,0
x,x_tweet_2127,2025-10-18 08:00:00+00:00,395,6,0.3049,USD,VALIDATED,PAUSED,0
x,x_tweet_1703,2025-12-11 21:00:00+00:00,95,2,0.201806,USD,VALIDATED,ACTIVE,0
x,x_tweet_2125,2025-12-14 23:00:00+00:00,102,3,0.062058,USD,VALIDATED,ACTIVE,0
x,x_tweet_2209,2025-09-26 13:00:00+00:00,941,25,0.987461,USD,VALIDATED,ACTIVE,0
x,x_tweet_583,2026-01-02 19:00:00+00:00,305,9,0.03417,USD,VALIDATED,ACTIVE,0
x,x_tweet_1183,2025-10-26 14:00:00+00:00,272,9,0.054746,USD,VALIDATED,ACTIVE,0
x,x_tweet_1182,2025-10-15 13:00:00+00:00,153,8,0.16446,USD,VALIDATED,ACTIVE,0
x,x_tweet_529,2025-10-03 04:00:00+00:00,269,5,0.254769,USD,ENRICHED,ACTIVE,0
x,x_tweet_1069,2025-11-29 07:00:00+00:00,369,43,0.077164,USD,ENRICHED,ACTIVE,0
x,x_tweet_1332,2025-11-16 23:00:00+00:00,48,1,0.036578,USD,VALIDATED,PAUSED,0
x,x_tweet_983,2025-12-04 06:00:00+00:00,1806,54,1.411379,USD,PUBLISHED,ACTIVE,0
x,None,2025-12-07 13:00:00+00:00,370,7,0.112025,USD,RECEIVED,ACTIVE,0
x,x_tweet_1738,2025-10-20 18:00:00+00:00,58,1,0.028453,USD,VALIDATED,ACTIVE,0
x,x_tweet_1144,2026-01-06 06:00:00+00:00,413,46,0.228986,USD,ENRICHED,ACTIVE,0
x,x_tweet_1504,2025-10-06 02:00:00+00:00,190,20,0.1181,USD,RECEIVED,PAUSED,0
x,x_tweet_2278,2025-12-13 10:00:00+00:00,101,3,0.079548,USD,VALIDATED,ACTIVE,0
x,x_tweet_2245,2025-12-03 23:00:00+00:00,304,30,0.09436,USD,PUBLISHED,ACTIVE,0
x,None,2025-11-05 19:00:00+00:00,302,26,0.209144,USD,ENRICHED,ACTIVE,0
x,x_tweet_1020,2025-11-16 23:00:00+00:00,584,14,0.814018,USD,VALIDATED,LIMITED,0
x,None,2025-10-18 21:00:00+00:00,161,20,0.308946,USD,VALIDATED,ACTIVE,0
x,None,2025-12-18 21:00:00+00:00,173,9,0.118909,USD,RECEIVED,ACTIVE,0
x,None,2025-12-07 20:00:00+00:00,68,0,0.025248,USD,PUBLISHED,ACTIVE,0
x,x_tweet_714,2025-10-18 14:00:00+00:00,74,2,0.014597,USD,PUBLISHED,LIMITED,0
x,x_tweet_2013,2026-01-01 21:00:00+00:00,725,33,0.654234,USD,RECEIVED,ACTIVE,0
x,x_tweet_157,2025-12-26 18:00:00+00:00,364,1,0.125697,USD,ENRICHED,ARCHIVED,0
x,x_tweet_1793,2025-11-28 08:00:00+00:00,149,3,0.037554,USD,VALIDATED,ACTIVE,0
x,x_tweet_1844,2025-10-24 20:00:00+00:00,518,7,0.604255,USD,VALIDATED,DRAFT,0
x,x_tweet_1946,2025-10-18 15:00:00+00:00,90,5,0.033563,USD,VALIDATED,ACTIVE,0
x,x_tweet_2027,2026-01-02 09:00:00+00:00,657,14,0.204553,USD,PUBLISHED,ACTIVE,0
x,x_tweet_1010,2025-12-30 03:00:00+00:00,276,10,0.159089,USD,VALIDATED,DRAFT,0
x,x_tweet_1300,2025-12-04 16:00:00+00:00,275,32,0.017174,USD,ENRICHED,ACTIVE,0
x,x_tweet_855,2025-11-02 17:00:00+00:00,375,57,0.400873,USD,RECEIVED,ACTIVE,0
x,x_tweet_2242,2025-12-05 11:00:00+00:00,89,2,0.149145,USD,PUBLISHED,ACTIVE,0
x,None,2025-11-26 10:00:00+00:00,166,13,0.119871,USD,VALIDATED,ACTIVE,0
x,x_tweet_25,2025-09-29 20:00:00+00:00,245,13,0.195845,USD,RECEIVED,ACTIVE,0
x,None,2025-11-25 20:00:00+00:00,110,8,0.040725,USD,ENRICHED,ACTIVE,0
x,x_tweet_1278,2025-11-21 03:00:00+00:00,36,0,0.006339,USD,VALIDATED,ARCHIVED,0
x,x_tweet_751,2026-01-16 00:00:00+00:00,182,23,0.271916,USD,ENRICHED,DISAPPROVED,0
x,x_tweet_2236,2025-12-31 19:00:00+00:00,124,2,0.082722,USD,PUBLISHED,ACTIVE,0
x,x_tweet_91,2026-01-14 06:00:00+00:00,53,6,0.009121,USD,ENRICHED,ACTIVE,0
x,x_tweet_1673,2025-11-22 13:00:00+00:00,425,15,0.279152,USD,VALIDATED,ACTIVE,0
x,None,2025-11-23 05:00:00+00:00,90,0,0.008703,USD,RECEIVED,ARCHIVED,0
x,x_tweet_706,2026-01-16 12:00:00+00:00,125,9,0.091326,USD,RECEIVED,ACTIVE,0
x,None,2026-01-08 21:00:00+00:00,421,21,0.287413,USD,VALIDATED,ACTIVE,0
x,x_tweet_91,2026-01-10 00:00:00+00:00,90,9,-0.042153,USD,PUBLISHED,ACTIVE,0
x,x_tweet_1108,2025-12-21 02:00:00+00:00,249,27,0.402805,USD,PUBLISHED,ACTIVE,0
x,x_tweet_497,2025-10-31 02:00:00+00:00,163,0,0.187409,USD,ENRICHED,ACTIVE,0
x,x_tweet_945,2025-12-26 10:00:00+00:00,103,9,0.032612,USD,ENRICHED,ACTIVE,0
x,x_tweet_2217,2025-10-12 10:00:00+00:00,287,5,0.081166,USD,VALIDATED,ARCHIVED,0
x,x_tweet_2190,2025-11-18 09:00:00+00:00,193,3,0.105109,USD,VALIDATED,LIMITED,0
x,x_tweet_1489,2025-10-12 00:00:00+00:00,102,0,0.025997,USD,RECEIVED,DRAFT,0
x,x_tweet_1261,2025-12-06 02:00:00+00:00,91,0,0.133212,USD,RECEIVED,PAUSED,0
x,x_tweet_313,2025-10-08 13:00:00+00:00,160,8,0.035566,USD,PUBLISHED,ACTIVE,0
x,x_tweet_200,2025-12-02 18:00:00+00:00,254,12,0.053594,USD,PUBLISHED,ACTIVE,0
x,None,2025-12-03 15:00:00+00:00,531,15,0.566668,USD,ENRICHED,ACTIVE,0
x,x_tweet_68,2025-10-13 15:00:00+00:00,64,0,0.008851,USD,ENRICHED,ACTIVE,0
x,x_tweet_1792,2025-10-02 16:00:00+00:00,229,0,0.09772,USD,VALIDATED,ACTIVE,0
x,x_tweet_1043,2025-10-02 02:00:00+00:00,185,0,0.074569,USD,RECEIVED,LIMITED,0
x,x_tweet_360,2025-09-26 08:00:00+00:00,244,9,0.200317,USD,PUBLISHED,ACTIVE,0
x,x_tweet_794,2025-12-08 19:00:00+00:00,93,6,0.097951,USD,VALIDATED,ACTIVE,0
x,x_tweet_2554,2025-12-13 17:00:00+00:00,69,3,0.018295,USD,ENRICHED,ACTIVE,0
x,None,2025-11-28 00:00:00+00:00,94,4,0.038615,USD,VALIDATED,ACTIVE,0
x,x_tweet_880,2025-11-01 23:00:00+00:00,178,2,-0.09644,USD,PUBLISHED,ACTIVE,0
x,None,2025-12-30 19:00:00+00:00,120,6,-0.0229,USD,VALIDATED,ACTIVE,0
x,None,2026-01-05 20:00:00+00:00,63,2,0.065282,USD,VALIDATED,ACTIVE,0
x,x_tweet_940,2025-10-13 08:00:00+00:00,80,3,0.130938,USD,ENRICHED,ACTIVE,0
x,x_tweet_1366,2026-01-16 10:00:00+00:00,122,3,0.080526,USD,ENRICHED,DRAFT,0
x,x_tweet_524,2025-11-02 00:00:00+00:00,258,22,0.236028,USD,VALIDATED,ACTIVE,0
x,x_tweet_940,2025-11-06 15:00:00+00:00,248,47,0.164119,USD,PUBLISHED,ACTIVE,0
x,x_tweet_1731,2025-11-19 04:00:00+00:00,212,19,0.109233,USD,PUBLISHED,LIMITED,0
x,x_tweet_1156,2025-09-29 21:00:00+00:00,61,0,0.035519,USD,PUBLISHED,ACTIVE,0
x,x_tweet_1591,2025-10-15 05:00:00+00:00,144,0,0.096458,USD,VALIDATED,PAUSED,0
x,x_tweet_1185,2025-10-28 09:00:00+00:00,191,3,0.030521,USD,PUBLISHED,ACTIVE,0
x,x_tweet_2236,2025-12-09 20:00:00+00:00,60,0,0.023576,USD,ENRICHED,ACTIVE,0
x,x_tweet_680,2025-12-03 21:00:00+00:00,61,4,0.102618,USD,VALIDATED,DRAFT,0
x,x_tweet_1937,2025-12-15 03:00:00+00:00,186,14,0.014282,USD,ENRICHED,ACTIVE,0
x,x_tweet_938,2025-10-27 10:00:00+00:00,120,2,0.038048,USD,ENRICHED,PAUSED,0
x,x_tweet_1632,2025-09-19 04:00:00+00:00,527,18,0.098663,USD,RECEIVED,PAUSED,0
x,x_tweet_1592,2025-12-12 20:00:00+00:00,296,14,0.094731,USD,VALIDATED,ACTIVE,0
x,x_tweet_1979,2025-10-16 11:00:00+00:00,112,4,0.120278,USD,RECEIVED,ACTIVE,0
x,x_tweet_1079,2025-11-10 03:00:00+00:00,151,3,0.075522,USD,VALIDATED,ACTIVE,0
x,x_tweet_2128,2026-01-11 23:00:00+00:00,196,6,0.246171,USD,ENRICHED,ACTIVE,0
x,x_tweet_2348,2025-12-16 23:00:00+00:00,88,4,0.049936,USD,VALIDATED,PAUSED,0
x,x_tweet_1790,2025-10-30 20:00:00+00:00,108,9,0.04626,USD,ENRICHED,ACTIVE,0
x,x_tweet_1811,2025-11-12 19:00:00+00:00,190,3,0.132933,USD,RECEIVED,ACTIVE,0
x,x_tweet_410,2025-11-14 19:00:00+00:00,104,5,0.004338,USD,PUBLISHED,PAUSED,0
x,None,2025-12-17 12:00:00+00:00,281,18,0.229762,USD,VALIDATED,ACTIVE,0
x,x_tweet_1545,2025-12-05 09:00:00+00:00,163,14,0.234989,USD,PUBLISHED,DISAPPROVED,0
x,None,2025-10-11 10:00:00+00:00,385,28,0.155483,USD,VALIDATED,ACTIVE,0
x,x_tweet_641,2025-12-19 23:00:00+00:00,81,3,0.142648,USD,PUBLISHED,ACTIVE,0
x,x_tweet_1572,2026-01-11 09:00:00+00:00,120,3,0.009672,USD,PUBLISHED,PAUSED,0
x,x_tweet_971,2025-11-14 10:00:00+00:00,296,390,0.163029,USD,PUBLISHED,ACTIVE,0
x,x_tweet_814,2025-10-13 08:00:00+00:00,134,1,0.039428,USD,PUBLISHED,ACTIVE,0
x,x_tweet_952,2025-12-18 20:00:00+00:00,108,12,0.014902,USD,PUBLISHED,ACTIVE,0
x,x_tweet_453,2025-12-12 12:00:00+00:00,129,3,0.159826,USD,PUBLISHED,DRAFT,0
x,None,2025-10-06 09:00:00+00:00,140,3,0.102778,USD,VALIDATED,PAUSED,0
x,None,2025-11-24 01:00:00+00:00,347,11,0.189757,USD,RECEIVED,ACTIVE,0
x,x_tweet_1179,2025-12-20 08:00:00+00:00,762,12,0.637378,USD,PUBLISHED,DRAFT,0
x,None,2025-10-07 22:00:00+00:00,158,7,0.121236,USD,PUBLISHED,ACTIVE,0
x,x_tweet_1829,2025-12-20 03:00:00+00:00,104,10,0.104661,USD,RECEIVED,PAUSED,0
x,x_tweet_127,2025-10-26 02:00:00+00:00,381,3,0.328786,USD,PUBLISHED,ACTIVE,0
x,x_tweet_1306,2025-10-11 03:00:00+00:00,318,5,0.291112,USD,ENRICHED,ACTIVE,0
x,x_tweet_833,2025-10-15 23:00:00+00:00,149,0,0.021342,USD,RECEIVED,ACTIVE,0
x,x_tweet_104,2025-12-20 12:00:00+00:00,98,2,0.040886,USD,VALIDATED,ACTIVE,0
x,x_tweet_1257,2025-10-30 22:00:00+00:00,856,33,0.475256,USD,PUBLISHED,ACTIVE,0
x,x_tweet_187,2025-09-30 11:00:00+00:00,115,3,0.058062,USD,VALIDATED,ACTIVE,0
x,x_tweet_976,2025-12-06 02:00:00+00:00,995,37,0.180632,USD,RECEIVED,LIMITED,0
x,x_tweet_879,2025-10-30 22:00:00+00:00,169,3,0.069914,USD,ENRICHED,LIMITED,0
x,None,2025-09-19 06:00:00+00:00,38,0,0.01625,USD,ENRICHED,ACTIVE,0
x,None,2025-11-12 02:00:00+00:00,265,6,0.314222,USD,PUBLISHED,ACTIVE,0
x,x_tweet_1928,2026-01-12 09:00:00+00:00,293,378,0.205755,USD,PUBLISHED,ACTIVE,0
x,x_tweet_2409,2025-10-30 13:00:00+00:00,290,14,0.023675,USD,ENRICHED,ARCHIVED,0
x,x_tweet_1845,2025-11-17 22:00:00+00:00,165,2,0.277348,USD,PUBLISHED,ACTIVE,0
x,x_tweet_582,2025-10-16 23:00:00+00:00,141,1,0.067482,USD,RECEIVED,PAUSED,0
x,x_tweet_730,2025-11-18 18:00:00+00:00,44,1,0.023145,USD,PUBLISHED,ACTIVE,0
x,x_tweet_1212,2025-12-06 21:00:00+00:00,120,3,0.09709,USD,PUBLISHED,PAUSED,0
x,x_tweet_427,2025-11-21 08:00:00+00:00,408,533,0.463534,USD,ENRICHED,ACTIVE,0
x,x_tweet_2494,2025-11-21 04:00:00+00:00,214,2,0.176814,USD,RECEIVED,LIMITED,0
x,x_tweet_2339,2025-10-08 03:00:00+00:00,149,0,0.122495,USD,VALIDATED,ACTIVE,0
x,x_tweet_2395,2025-10-11 08:00:00+00:00,157,3,0.086617,USD,VALIDATED,ACTIVE,0
x,x_tweet_1585,2026-01-14 20:00:00+00:00,235,8,0.069626,USD,PUBLISHED,ACTIVE,0
x,None,2025-12-29 14:00:00+00:00,261,7,0.026377,USD,VALIDATED,DISAPPROVED,0
x,x_tweet_245,2025-10-11 00:00:00+00:00,127,6,0.233778,USD,ENRICHED,ACTIVE,0
x,x_tweet_1205,2025-10-24 11:00:00+00:00,28,0,0.016624,USD,VALIDATED,DRAFT,0
x,x_tweet_511,2026-01-04 02:00:00+00:00,110,3,0.037924,USD,ENRICHED,ACTIVE,0
x,x_tweet_374,2025-11-19 10:00:00+00:00,44,1,0.000625,USD,ENRICHED,ARCHIVED,0
x,x_tweet_2516,2025-11-22 21:00:00+00:00,399,14,0.387269,USD,VALIDATED,ACTIVE,0
x,x_tweet_643,2025-11-26 23:00:00+00:00,390,25,0.173458,USD,RECEIVED,ACTIVE,0
x,x_tweet_1911,2026-01-02 01:00:00+00:00,337,9,0.064805,USD,ENRICHED,ACTIVE,0
x,x_tweet_1686,2025-12-03 22:00:00+00:00,115,5,0.119552,USD,RECEIVED,ACTIVE,0
x,x_tweet_640,2025-11-03 06:00:00+00:00,155,2,0.085998,USD,PUBLISHED,ACTIVE,0
x,x_tweet_566,2025-10-08 01:00:00+00:00,188,6,0.165709,USD,RECEIVED,ACTIVE,0
x,None,2025-11-20 21:00:00+00:00,85,1,0.030623,USD,ENRICHED,ARCHIVED,0
x,x_tweet_1064,2025-11-13 01:00:00+00:00,638,52,0.734541,USD,VALIDATED,LIMITED,0
x,x_tweet_1045,2025-11-21 21:00:00+00:00,158,7,0.094061,USD,VALIDATED,PAUSED,0
x,x_tweet_423,2025-10-04 15:00:00+00:00,271,10,0.08469,USD,VALIDATED,DRAFT,0
x,x_tweet_621,2025-11-28 09:00:00+00:00,369,4,0.151614,USD,VALIDATED,ACTIVE,0
x,x_tweet_1527,2025-11-29 20:00:00+00:00,314,7,0.086541,USD,VALIDATED,ACTIVE,0
x,x_tweet_2071,2025-12-10 00:00:00+00:00,55,0,0.022289,USD,VALIDATED,ACTIVE,0
x,x_tweet_1188,2025-12-27 17:00:00+00:00,176,6,0.065556,USD,ENRICHED,DRAFT,0
x,x_tweet_687,2025-10-20 01:00:00+00:00,294,8,0.041109,USD,ENRICHED,DRAFT,0
x,x_tweet_402,2025-12-12 17:00:00+00:00,498,45,0.112459,USD,ENRICHED,ACTIVE,0
x,None,2025-10-14 02:00:00+00:00,294,7,0.505515,USD,ENRICHED,ACTIVE,0
x,x_tweet_137,2025-11-02 22:00:00+00:00,444,15,0.905207,USD,VALIDATED,ARCHIVED,0
x,x_tweet_801,2025-12-11 08:00:00+00:00,170,3,0.144155,USD,RECEIVED,PAUSED,0
x,x_tweet_755,2026-01-10 02:00:00+00:00,182,16,0.077624,USD,PUBLISHED,ACTIVE,0
x,None,2025-12-30 16:00:00+00:00,185,8,0.035126,USD,VALIDATED,ACTIVE,0
x,x_tweet_1032,2025-10-23 19:00:00+00:00,298,18,0.059207,USD,VALIDATED,DRAFT,0
x,x_tweet_1693,2026-01-08 08:00:00+00:00,102,8,0.09153,USD,VALIDATED,DRAFT,0
x,x_tweet_2255,2025-12-12 06:00:00+00:00,387,2,0.172898,USD,VALIDATED,ACTIVE,0
x,x_tweet_1754,2025-10-01 10:00:00+00:00,103,5,0.096529,USD,VALIDATED,PAUSED,0
x,x_tweet_1694,2026-01-11 18:00:00+00:00,56,0,0.031856,USD,VALIDATED,ACTIVE,0
x,x_tweet_653,2025-10-05 09:00:00+00:00,190,3,0.134426,USD,ENRICHED,PAUSED,0
x,x_tweet_1843,2026-01-01 09:00:00+00:00,211,10,0.141094,USD,PUBLISHED,ACTIVE,0
x,x_tweet_2292,2025-10-12 03:00:00+00:00,167,13,0.086163,USD,PUBLISHED,PAUSED,0
x,x_tweet_2537,2026-01-14 00:00:00+00:00,232,0,0.169823,USD,VALIDATED,ACTIVE,0
x,x_tweet_2276,2025-12-19 04:00:00+00:00,168,5,0.013949,USD,ENRICHED,PAUSED,0
x,None,2025-12-20 00:00:00+00:00,227,7,0.078084,USD,VALIDATED,ACTIVE,0
x,None,2025-12-10 17:00:00+00:00,161,1,0.059432,USD,PUBLISHED,ACTIVE,0
x,x_tweet_1627,2025-12-01 09:00:00+00:00,254,4,0.005888,USD,PUBLISHED,ACTIVE,0
x,x_tweet_1450,2025-12-18 03:00:00+00:00,352,49,0.217449,USD,VALIDATED,ACTIVE,0
x,x_tweet_1597,2025-12-03 16:00:00+00:00,133,5,0.060939,USD,VALIDATED,ACTIVE,0
x,x_tweet_1097,2025-09-20 09:00:00+00:00,516,19,0.128999,USD,VALIDATED,DRAFT,0
x,x_tweet_1385,2025-12-04 01:00:00+00:00,96,0,0.045752,USD,VALIDATED,ACTIVE,0
x,None,2025-11-11 17:00:00+00:00,157,2,0.083205,USD,VALIDATED,ACTIVE,0
x,x_tweet_546,2025-11-06 01:00:00+00:00,51,1,0.028552,USD,ENRICHED,DISAPPROVED,0
x,None,2025-12-04 19:00:00+00:00,20,0,0.003699,USD,VALIDATED,ACTIVE,0
x,x_tweet_1253,2025-12-14 12:00:00+00:00,233,18,0.146046,USD,PUBLISHED,ACTIVE,0
x,x_tweet_839,2025-10-10 06:00:00+00:00,57,1,0.033573,USD,ENRICHED,PAUSED,0
x,x_tweet_1423,2026-01-05 14:00:00+00:00,258,5,0.287898,USD,PUBLISHED,ACTIVE,0
x,x_tweet_831,2025-09-22 20:00:00+00:00,170,3,0.050547,USD,ENRICHED,ACTIVE,0
x,x_tweet_1160,2025-12-09 02:00:00+00:00,302,14,0.2678,USD,PUBLISHED,ACTIVE,0
x,x_tweet_923,2025-12-13 01:00:00+00:00,290,13,0.328478,USD,VALIDATED,PAUSED,0
x,x_tweet_997,2026-01-08 06:00:00+00:00,110,6,0.035083,USD,VALIDATED,PAUSED,0
x,None,2025-12-25 07:00:00+00:00,134,5,0.230372,USD,RECEIVED,ACTIVE,0
x,x_tweet_1160,2026-01-08 19:00:00+00:00,41,3,0.019195,USD,VALIDATED,PAUSED,0
x,x_tweet_1937,2025-09-20 02:00:00+00:00,99,3,0.126013,USD,PUBLISHED,DISAPPROVED,0
x,x_tweet_573,2026-01-12 20:00:00+00:00,182,9,0.042991,USD,PUBLISHED,PAUSED,0
x,x_tweet_677,2025-11-26 12:00:00+00:00,704,25,0.8221,USD,VALIDATED,PAUSED,0
x,None,2026-01-01 03:00:00+00:00,212,4,0.253717,USD,ENRICHED,ACTIVE,0
x,None,2025-11-15 04:00:00+00:00,81,0,0.018389,USD,PUBLISHED,ACTIVE,0
x,x_tweet_1895,2025-09-21 15:00:00+00:00,233,59,0.103647,USD,PUBLISHED,ACTIVE,0
x,x_tweet_2180,2025-11-23 10:00:00+00:00,82,4,0.065072,USD,ENRICHED,ACTIVE,0
x,x_tweet_1801,2025-10-14 09:00:00+00:00,104,1,0.0501,USD,PUBLISHED,ACTIVE,0
x,None,2025-10-26 16:00:00+00:00,70,2,0.050476,USD,VALIDATED,ACTIVE,0
x,x_tweet_2372,2025-12-24 20:00:00+00:00,203,10,0.235486,USD,VALIDATED,LIMITED,0
x,x_tweet_1421,2025-12-12 01:00:00+00:00,222,1,0.066794,USD,PUBLISHED,ACTIVE,0
x,x_tweet_7,2025-11-06 06:00:00+00:00,204,4,0.140681,USD,ENRICHED,LIMITED,0
x,x_tweet_512,2025-11-23 03:00:00+00:00,101,3,0.042098,USD,ENRICHED,ACTIVE,0
x,x_tweet_1901,2025-12-18 10:00:00+00:00,20,0,0.009516,USD,ENRICHED,DISAPPROVED,0
x,x_tweet_1453,2025-11-17 11:00:00+00:00,131,12,0.051046,USD,PUBLISHED,ACTIVE,0
x,x_tweet_1365,2025-10-16 13:00:00+00:00,402,540,0.457528,USD,VALIDATED,ACTIVE,0
x,x_tweet_851,2025-09-19 09:00:00+00:00,453,28,0.377217,USD,ENRICHED,ACTIVE,0
x,x_tweet_2586,2026-01-01 20:00:00+00:00,151,5,0.133792,USD,PUBLISHED,ACTIVE,0
x,None,2026-01-05 01:00:00+00:00,436,30,0.243915,USD,VALIDATED,ACTIVE,0
x,x_tweet_1140,2025-10-16 14:00:00+00:00,165,15,0.059229,USD,PUBLISHED,LIMITED,0
x,None,2025-12-08 01:00:00+00:00,209,3,-0.037066,USD,PUBLISHED,PAUSED,0
x,x_tweet_270,2025-12-19 12:00:00+00:00,461,79,0.406718,USD,VALIDATED,LIMITED,0
x,x_tweet_332,2025-11-13 05:00:00+00:00,237,9,0.112147,USD,ENRICHED,ARCHIVED,0
x,x_tweet_376,2026-01-10 09:00:00+00:00,574,19,0.458694,USD,ENRICHED,ACTIVE,0
x,x_tweet_1745,2025-11-19 05:00:00+00:00,277,1,0.21344,USD,ENRICHED,LIMITED,0
x,x_tweet_887,2025-09-22 09:00:00+00:00,154,3,0.031864,USD,VALIDATED,ACTIVE,0
x,x_tweet_230,2025-10-06 16:00:00+00:00,292,0,0.112048,USD,ENRICHED,ACTIVE,0
x,None,2025-10-12 06:00:00+00:00,111,2,0.08156,USD,ENRICHED,ACTIVE,0
x,x_tweet_2357,2025-09-27 05:00:00+00:00,91,0,0.003913,USD,PUBLISHED,ACTIVE,0
x,x_tweet_462,2025-10-04 08:00:00+00:00,56,0,0.044294,USD,VALIDATED,ACTIVE,0
x,x_tweet_213,2025-12-04 01:00:00+00:00,177,11,0.146552,USD,ENRICHED,ACTIVE,0
x,x_tweet_980,2025-12-02 00:00:00+00:00,173,12,0.074566,USD,VALIDATED,ACTIVE,0
x,x_tweet_596,2025-10-02 18:00:00+00:00,359,5,0.068334,USD,PUBLISHED,PAUSED,0
x,None,2025-10-27 18:00:00+00:00,78,4,0.098019,USD,PUBLISHED,ACTIVE,0
x,x_tweet_2503,2025-12-05 10:00:00+00:00,175,6,0.219507,USD,VALIDATED,ACTIVE,0
x,x_tweet_2200,2025-12-20 18:00:00+00:00,82,0,0.031927,USD,PUBLISHED,DRAFT,0
x,None,2026-01-13 21:00:00+00:00,460,40,0.232204,USD,PUBLISHED,DRAFT,0
x,x_tweet_890,2025-10-26 13:00:00+00:00,516,11,0.734753,USD,VALIDATED,LIMITED,0
x,x_tweet_1502,2025-12-20 07:00:00+00:00,125,0,0.015066,USD,VALIDATED,ACTIVE,0
x,x_tweet_1098,2025-12-26 21:00:00+00:00,155,4,0.210331,USD,VALIDATED,ACTIVE,0
